Date / Period,Business Unit / Department,Revenue (Actual),Revenue (Budget / Forecast),Cost of Goods Sold (COGS),Gross Profit,Operating Expenses (OPEX),EBITDA,Net Income,Cash Inflows,Cash Outflows,Net Cash Flow,Cash Balance,Accounts Receivable (AR),Accounts Payable (AP),Days Sales Outstanding (DSO),Days Payable Outstanding (DPO),Working Capital,Total Assets,Total Liabilities,Equity,Debt Outstanding,Debt-to-Equity Ratio,Current Ratio,Budget Variance (%),Year-over-Year Growth (%),Return on Equity (ROE),Return on Assets (ROA),Gross Margin %,Operating Margin %,EBITDA Margin %,Inventory Value,Inventory Turnover,Capital Expenditure (CapEx),Operational Expenditure (OpEx),Headcount,Cost per Employee,Sales Pipeline Value,Order Backlog
3/27/2018,Marketing,269652,264487,72497,283752,20039,139743,2779,172089,207540,35141,426358,151332,26408,66,56,-50254,2710681,1104667,2675689,1746048,1.04,3.17,-3.55,-14.01,4.98,15.56,73.34,35.01,38.95,104168,1.25,53969,38845,256,62297,975893,210179
6/15/2018,Finance,461474,113879,149896,212556,40268,13942,120514,358069,130658,83243,733674,183966,87086,97,76,121529,3483789,2290581,2090792,30851,0.56,2.47,13.51,6.49,8.15,-4.61,38.68,27.86,24.98,430526,8.35,36603,142482,1928,116827,28803,414144
10/10/2017,IT,183114,473740,137303,240028,63621,76585,81586,304049,21121,34544,276240,120622,86441,65,84,247390,3931412,2127820,545159,935499,1.37,1.7,9.18,3.04,13.97,-0.51,18.66,7.97,34.89,174633,6.88,116906,250410,934,72857,817218,494870
9/6/2023,Marketing,371974,528714,34236,73241,115443,164930,101885,169792,164189,10186,522101,135578,67612,115,58,197016,2718607,282582,1510322,1882274,1.51,1.37,9.54,-16.61,-0.93,0.9,37.68,28.02,29.88,145079,8.85,114024,189696,536,77828,937662,350506
3/12/2020,HR,466826,116553,170821,44318,134837,57745,124054,134441,294101,62129,178928,120006,90808,75,114,34760,2586328,1591240,2577927,1963681,1.49,2.74,-29.81,48.63,15.97,7.41,70.86,13.44,33.99,232038,4.85,168567,9042,1440,83274,175779,202656
7/19/2021,Sales,175351,147371,116374,258909,29272,78910,137017,370608,88571,-7818,826813,27677,22163,66,103,-87949,3262607,3308055,1198870,143760,0.76,1.57,-2.36,2.71,23.63,3.0,29.4,24.94,38.34,290351,8.23,134124,144754,3499,71254,980231,192304
5/5/2019,Marketing,388382,324138,163434,135160,50108,133813,42950,155984,118732,4467,693064,137618,27918,64,62,77897,2146981,1706077,808352,761690,0.27,1.21,-24.48,33.26,-8.66,7.68,14.99,24.39,7.69,239251,3.75,51850,81269,3262,62408,691288,326204
5/16/2015,Operations,499075,460303,95246,93539,121376,170372,20040,242673,149983,6500,639811,99487,104644,79,104,-33378,1709665,2268984,789411,967492,2.94,2.25,17.94,-0.62,-3.18,-0.61,53.46,6.48,29.22,478431,9.51,160049,221828,4166,67747,713082,100389
1/3/2020,IT,174784,529361,196233,257086,79440,148995,-11111,167616,102020,-45808,948301,62821,187110,84,54,-86152,3756873,2227312,2333320,1182239,2.66,3.06,-14.18,0.9,10.96,-1.64,52.62,33.27,21.84,499022,9.71,26314,91970,4216,136266,768893,449343
3/12/2021,HR,332158,341586,142665,152880,76564,184319,-13235,89717,213790,-37961,808113,188474,147802,114,32,157757,1286580,1266637,732366,1096190,0.56,2.58,21.66,-6.64,3.25,18.93,47.9,36.78,20.58,69777,7.24,120474,126400,442,58893,735131,219960
1/14/2016,Operations,406185,512199,113855,244793,76991,21362,110247,251565,51345,13512,615167,12715,7268,27,89,34715,3872923,1674942,1234144,1412267,1.88,2.59,27.51,33.0,3.24,9.9,24.53,33.67,37.01,327525,2.98,33730,135289,1185,73570,155634,299359
8/16/2020,IT,110490,467205,181082,74737,50576,199003,125393,355882,115976,11009,285317,68361,87609,35,58,-50660,4883145,2314837,2779602,33101,0.26,2.78,-7.53,42.19,-0.06,15.86,14.75,36.61,36.95,49459,8.31,50737,191240,2357,68128,184575,240325
8/22/2019,IT,319344,113099,189207,158240,72901,60286,148534,313643,80909,41068,989441,177551,81681,115,16,274790,2720350,1285920,1704534,1917557,1.53,1.16,12.78,47.48,2.69,10.85,44.79,31.57,28.95,123941,5.61,61045,289744,4862,59472,633490,176954
12/21/2017,HR,321604,254031,197985,232579,38378,160602,105939,195645,272525,19664,463837,170388,157966,90,115,-40602,4415853,850661,1115747,1804720,1.49,1.98,18.89,-18.56,-1.52,0.87,59.14,11.84,8.34,303870,5.5,79774,184094,4508,76873,356227,483881
11/12/2015,Marketing,364294,329119,168058,171969,74017,108124,36963,210182,192151,58507,451329,114587,164855,64,114,62446,2894247,3378095,1348447,1565403,2.82,3.04,0.88,-8.67,8.63,5.61,28.81,43.75,24.11,427136,9.13,65701,140330,1201,170877,105799,13358
5/18/2023,Sales,312902,354467,150080,266887,82753,54387,48300,393382,177124,62726,364459,14619,185386,68,93,-37723,1969063,1661602,2654565,812305,0.76,0.6,-1.62,-14.93,23.48,17.11,48.24,47.92,34.61,105177,4.71,164464,160499,1722,99849,503108,402640
8/24/2019,Operations,311358,494504,60850,84245,111492,114514,74157,312447,91592,44899,49757,47308,149717,109,59,268585,3145284,3338825,1327137,1530183,2.65,3.38,17.86,-1.73,16.17,6.71,39.38,41.47,21.4,347231,8.32,40845,61223,2774,152557,694208,150215
8/29/2016,Finance,191821,283352,56535,159081,33205,92090,45815,132970,221387,23195,594361,80034,96454,40,21,204689,1413901,2627963,1214181,998214,1.51,2.83,25.97,44.93,-7.39,13.65,61.1,5.15,24.42,88741,3.96,45756,262035,1044,166090,659138,425525
7/7/2024,Operations,455483,359873,166118,125771,6448,109335,92132,374797,104156,41058,622795,180906,8609,71,49,-30253,908781,973510,1022338,1537778,1.13,3.49,-21.93,9.1,22.66,3.56,57.99,36.86,17.69,242908,2.09,13831,180310,2619,199380,164643,22477
3/29/2016,Marketing,159004,481978,135412,121836,22041,115615,73801,53713,196315,70118,458451,139887,43898,92,24,119017,4815822,2980441,603143,1769779,1.25,1.25,5.07,39.34,15.36,-4.72,34.11,8.84,21.18,331046,8.29,141691,76054,3892,34925,99198,411577
12/21/2019,Finance,418873,147659,91335,36705,71683,75521,-12249,377015,294219,-1996,626165,180702,138726,62,113,-43003,4651886,2993938,384489,780814,2.8,1.51,18.66,13.92,-1.18,8.41,49.0,26.84,29.05,59567,9.81,43171,197332,2437,66091,207854,257435
12/14/2019,Sales,426825,439038,180379,89399,66555,140154,139476,279758,182269,74254,865932,146293,94007,119,44,222889,2568469,538036,311295,1791870,2.59,0.55,9.16,18.7,10.44,7.33,31.52,9.44,32.17,283299,4.5,27534,51029,4286,162614,583126,471570
8/9/2022,Operations,228686,240741,146795,71088,141386,77787,51143,363047,80906,80377,281728,49150,69061,106,60,69717,366890,889715,1433605,1711974,2.35,0.9,11.33,48.72,0.26,16.84,56.45,26.86,10.88,385139,9.36,105306,101448,1431,136176,231379,169753
8/19/2016,Sales,271378,180148,50476,186078,66233,95097,144988,391767,105662,1844,299354,59426,61009,33,14,87650,3673275,3457108,2417581,1773651,0.24,2.37,-14.23,-18.34,18.19,6.23,16.24,17.08,18.65,329437,7.87,97874,20621,60,192056,610351,337707
10/30/2018,Finance,382341,65418,94542,116458,116196,62094,118729,317158,128569,-40369,116516,71838,13433,58,83,155898,3261438,3495465,846164,1353421,0.68,1.47,-25.15,38.15,4.69,-3.33,41.17,34.52,38.53,448477,8.66,110448,266300,4783,82470,911806,177354
4/14/2024,Sales,251123,76383,67350,276902,107512,185667,59997,189010,278699,91999,423702,72872,174586,37,33,188393,1732917,1578730,1643698,1035156,1.28,2.28,-17.17,40.73,17.03,18.48,42.89,20.77,27.44,211657,9.16,86928,196918,2754,54130,688246,260865
3/13/2024,IT,392813,523018,173083,117856,110343,176595,108542,141690,58745,-15636,607766,55994,172188,64,72,171464,1046101,1944768,2648364,209898,0.61,1.95,-23.08,-10.61,-4.15,-4.1,38.84,35.05,28.66,375504,8.24,34733,141420,1212,36909,291329,282176
12/20/2017,Sales,474289,228512,73777,76516,75424,13530,129018,367934,178703,91136,699335,43173,181712,15,76,123878,1446918,288835,2572981,385628,0.94,1.64,-20.9,9.08,2.92,17.46,23.64,18.79,11.79,48351,8.43,189874,170056,3964,98396,238344,34947
8/19/2021,HR,479159,90830,46839,180761,87126,19646,-9096,220440,102900,87718,647186,47361,196139,89,64,271619,4131340,2070951,1622564,1315248,1.46,2.21,4.48,20.32,-0.24,2.06,45.77,5.5,30.14,340102,9.71,9168,42630,2669,148289,786284,367864
4/24/2016,Marketing,272707,181874,116163,267234,32763,90284,-4279,122683,252651,20809,711445,83894,32661,102,17,262765,2725737,233845,2891341,1426383,2.02,1.2,3.42,24.58,22.1,-1.21,34.21,40.51,15.79,122279,9.63,173911,62624,4305,97601,655277,459416
2/26/2020,Marketing,213762,153617,186790,255056,79438,65549,-832,137074,214704,-22859,830607,80223,92003,118,78,261895,705748,514618,74158,722811,1.78,2.79,1.74,-13.1,21.99,17.08,78.42,29.74,18.34,297603,2.02,22627,252197,3340,104337,556746,338463
12/2/2019,Operations,404150,107421,110892,39124,99199,120735,129117,43764,156765,38033,384543,75144,82069,84,100,162428,2705773,665680,407768,1468947,0.59,2.15,15.91,13.83,-7.72,-4.09,67.61,49.19,33.68,27649,3.21,42552,54643,3667,65484,125006,88907
4/23/2019,Operations,162702,200268,193328,34375,80650,104289,103868,47040,131336,-21534,254613,27017,34705,111,60,175294,3848639,2183605,1710071,1435325,0.15,2.49,-9.7,-1.82,0.31,7.83,36.95,12.88,24.87,336434,5.6,170270,83121,2625,75797,632910,169998
2/2/2019,Finance,105703,459694,101739,198320,131388,94613,65659,156972,33705,94741,653310,187428,136890,74,62,225923,4094152,3699058,1612825,430706,1.73,3.22,16.46,23.54,12.69,-0.91,61.56,9.44,37.36,187561,1.62,101680,21248,4284,93798,413179,429397
11/27/2020,Operations,247013,523428,71140,92755,109602,21363,124630,351474,245341,29377,401693,156567,17767,104,18,43262,4035134,3767975,1466356,602130,1.75,1.6,-14.73,-7.77,-5.28,-3.02,45.24,20.37,24.22,241347,1.55,99976,180885,4943,44572,23095,315871
10/15/2020,Marketing,433891,358017,142380,78736,26696,21252,35839,283587,271654,96902,576275,46554,77619,81,15,273599,1095854,3897365,769742,193281,2.65,2.11,-9.31,47.54,-5.24,8.22,78.43,12.68,7.43,99561,5.95,164213,144337,3218,66918,654220,474583
2/10/2016,HR,416238,334972,135580,75270,117761,44058,149392,103881,95132,99645,667071,6053,114177,21,87,53422,2086115,2047879,246914,1372691,1.67,2.56,2.9,27.95,9.67,10.1,27.63,23.18,27.2,10264,2.84,113732,57271,3876,76772,289625,207701
9/14/2018,Sales,61118,239123,83232,23475,142113,143461,123433,368795,291137,-8219,66323,38910,45760,82,82,181967,698746,2274326,185829,511701,1.42,2.97,24.4,37.15,3.72,5.66,38.69,29.12,16.43,164563,7.15,35448,262838,2823,37854,872368,242459
6/17/2019,Operations,354959,185483,53850,280757,61082,11912,138680,288798,94430,45411,940641,26048,185977,83,26,198691,2676610,2248048,2573913,1248650,2.92,1.76,19.83,14.9,-6.85,2.37,45.36,10.35,29.52,60088,4.78,183828,228050,1388,129280,920407,75162
1/6/2017,IT,283673,480766,179155,28283,105131,10070,119946,77750,24788,-38005,205298,189489,55294,34,40,192327,3622351,3949949,2822894,107441,2.01,3.36,5.95,39.55,10.29,-3.48,75.74,36.58,30.51,39108,8.61,97520,76920,2804,104924,796088,416992
4/12/2020,Operations,88787,155298,89212,112694,110841,58499,-368,304801,35047,-39742,563083,116053,12211,91,41,146303,834239,3300439,1593673,24680,2.28,0.87,-22.56,11.53,22.99,1.32,72.02,40.21,31.7,290579,2.09,87574,80251,2636,109277,474842,113928
2/14/2023,IT,290091,313537,32119,268515,106555,102287,19802,68611,260685,-13552,13744,76488,112693,97,51,-78995,2369795,2741008,948090,816406,1.97,0.85,-28.31,49.32,19.82,1.88,17.1,48.14,27.88,61706,6.02,78218,279206,3402,167413,855530,367831
12/21/2020,Operations,378025,533709,118328,72237,90927,184804,144359,209948,170419,79851,141857,187610,156242,14,24,-43150,2145079,714548,339066,71721,2.24,0.55,5.83,9.3,5.56,1.9,49.08,37.12,25.33,122486,9.9,196300,190999,2600,25080,416835,390242
11/11/2017,Finance,434663,247909,180172,29224,148880,154254,-8648,262694,54926,-29220,644748,20809,97226,20,117,77541,1494447,1294218,289181,1149122,1.94,1.97,-17.94,36.17,-4.3,5.29,16.19,34.2,38.89,332193,9.01,28403,294442,4865,24338,610130,342047
6/15/2022,Marketing,369267,243546,88511,244911,55853,129303,64286,210525,60336,14609,648433,177576,125884,78,24,-43964,2745343,3645810,2036387,1586819,1.91,2.76,1.11,16.45,9.65,5.88,71.79,24.94,17.14,487501,4.81,166014,251519,4926,40737,972585,363865
9/2/2020,Marketing,220081,417463,162377,98362,45441,111040,75853,99721,214032,-29682,169463,109890,139385,21,16,-57200,2254404,3369506,2183432,638320,1.26,1.96,-14.39,28.56,13.63,-2.7,48.99,31.26,8.51,43318,7.09,132678,140760,443,98890,36719,74285
8/11/2021,Sales,257789,307943,134256,64096,56269,154886,143347,203170,248256,22931,839558,191702,8017,60,28,18108,543016,3532263,693929,318972,2.15,2.29,-17.81,11.43,-9.26,7.0,73.02,44.7,35.38,309531,9.91,96441,196243,1350,107176,751150,328391
5/9/2017,Operations,443485,397362,56340,57190,65123,26651,77341,104933,190119,8126,24042,163423,79581,43,73,89056,2629866,3493345,244247,646771,2.73,0.59,-14.72,27.56,18.44,1.22,54.97,37.9,32.77,345398,4.84,120411,68708,4061,197044,651325,96569
2/29/2016,Finance,158710,166009,146830,247814,38429,12645,24470,342310,46810,77801,682787,51930,80203,67,74,-74435,330515,1895360,1057610,798531,1.75,3.11,2.14,42.41,-1.26,7.84,78.24,43.94,29.08,32381,8.18,18193,235778,1303,82499,874718,64835
6/12/2020,IT,478693,343892,184436,77142,142946,155742,95804,274471,225241,-19820,976498,185785,136278,15,113,227291,1792349,304233,1871535,1346129,1.25,1.79,-10.67,26.91,15.05,13.96,42.37,10.22,23.15,442680,1.17,73300,277587,4700,48448,458666,34984
1/19/2015,Sales,484150,426116,179069,257784,107823,177523,54143,271685,185949,42721,18628,31858,47550,113,44,294320,1504047,1964945,2998979,1001156,0.29,0.5,-29.74,-1.44,17.21,11.5,28.2,34.77,7.41,433160,7.37,84344,128234,448,178951,18183,369212
11/12/2019,Sales,284321,218958,113551,228242,64329,167677,24089,295439,273461,-49571,378089,27686,144147,114,76,286067,1641077,2182491,2934425,1176583,0.58,2.47,-3.56,13.88,14.15,-1.89,72.08,26.16,22.75,279581,9.65,49236,229990,2893,170362,816004,61408
6/24/2020,HR,281812,545419,186116,74844,5173,84817,99345,201354,268943,-19168,434341,174468,103756,62,24,115229,4003276,3420954,2102919,719856,0.5,3.13,15.16,9.75,18.41,17.24,68.69,30.55,38.79,61937,8.74,191805,206452,1030,165057,720414,259266
4/7/2023,Finance,171049,230019,199176,267475,80329,155947,95256,334805,94398,33,12622,16828,173659,109,54,149271,2193571,1708374,2705076,1467106,2.58,1.49,3.13,24.11,11.97,10.74,19.92,37.45,26.53,274466,4.2,116009,296654,2299,82629,353945,460680
3/16/2023,IT,148166,420136,147569,270443,88184,54467,8844,218020,295270,20953,497160,155688,93881,112,101,-81482,4549856,953114,1705199,575282,1.7,1.84,14.85,-16.36,14.4,-2.9,58.54,24.28,39.84,169867,7.52,105779,152416,1220,96051,427190,99959
3/29/2024,Operations,151391,431140,172675,296131,75270,99194,65432,239672,138040,-48870,984228,98791,73259,54,102,16402,3221982,2014803,291307,1300068,1.49,3.12,20.47,24.23,0.74,-0.76,37.72,41.54,32.01,487127,5.96,198020,202224,41,140367,293049,350181
8/20/2017,IT,158326,132743,164774,246733,110630,118186,75184,214797,83890,50034,906818,170169,195400,48,31,225697,2411455,3677656,1257867,909025,0.42,1.0,27.57,11.03,22.74,14.73,22.21,39.24,16.24,497145,6.21,74865,26080,2835,67577,763146,187609
3/16/2024,Finance,257156,528953,47815,201859,101296,122808,137448,265271,110283,92908,799923,7820,193684,25,103,205422,2212347,2164937,1446332,216839,2.42,2.34,16.11,35.06,24.29,17.33,10.9,18.87,18.23,13316,7.06,173360,248457,3611,166684,810664,370992
2/12/2016,IT,367095,303041,165861,37039,30257,11634,-5521,146987,273755,-27983,331299,118203,161158,37,12,140153,4705797,717879,981444,1689621,0.85,2.36,-10.87,-9.59,8.07,13.01,42.06,27.39,35.74,200134,2.97,8992,78674,2280,168058,33958,22022
9/1/2024,Sales,413213,166671,93065,276518,105294,177043,15385,386737,293543,4054,931262,146834,189264,58,98,233632,916658,1917836,374419,1794918,1.45,2.45,29.68,17.94,9.59,0.8,60.92,27.18,17.67,443916,1.47,89362,24554,313,109168,313046,155778
4/26/2021,IT,197495,167397,122598,295701,12755,22374,106281,339519,30445,-42087,618186,97065,135755,14,109,-32294,294571,3779837,1408524,629717,0.44,1.5,8.58,14.48,-7.97,-0.5,68.75,21.95,36.24,244977,9.85,81905,285936,4632,75893,791068,418848
1/31/2016,Sales,78875,312073,23897,32251,39806,185640,98922,139312,54316,20477,957522,140031,71859,53,12,117610,2965062,251889,2868622,659865,0.12,2.31,-10.54,-11.77,16.23,7.85,22.23,6.81,13.23,367742,1.06,132491,147390,1866,173584,681343,312126
4/8/2023,HR,131909,428970,91905,216375,98692,54940,123491,128106,29737,99610,496491,38087,157549,38,116,212891,2729043,1215974,450146,1799696,2.33,1.89,4.45,-1.12,5.11,15.02,17.32,34.16,34.24,279020,1.84,22387,218157,2554,154916,79094,456787
11/9/2023,HR,162546,99322,162409,283431,110962,124957,108802,318553,190515,58962,672546,34603,162672,11,25,96612,1603282,3060599,2925026,1201099,2.57,1.34,-3.58,21.73,-9.67,19.78,59.57,41.84,39.24,435372,2.24,175469,284885,2098,82819,709657,228916
7/5/2016,Sales,441010,444846,87525,63838,76219,88861,130844,385275,219129,26976,62749,15813,23215,119,103,38394,2701495,1923360,426225,895268,2.51,3.2,-24.08,-7.18,0.16,13.42,25.74,26.49,27.45,275132,5.87,10027,97392,1398,136381,479868,37063
10/6/2015,Sales,255740,337168,196835,288342,108150,118384,36393,75200,166842,52129,217448,197418,14791,84,115,-96908,4527462,2094350,2949412,1143645,0.65,3.21,22.15,44.53,-9.41,6.07,27.4,27.53,16.51,366897,4.16,101423,184133,92,183783,819470,271272
11/4/2019,Finance,244884,323656,121994,266563,76847,191002,56530,63248,107898,14294,272735,183409,196176,98,96,160483,1418165,2705610,535805,132055,2.64,1.37,22.91,-4.16,-2.31,18.58,71.59,9.71,35.7,301527,3.41,49267,132431,3766,164873,469475,395806
3/26/2020,HR,360939,499810,194439,233133,126007,174989,52042,205879,187235,-41880,789792,171627,79706,63,103,105469,1677316,894643,2356706,1190270,2.01,3.01,16.94,16.7,19.38,8.34,27.86,30.28,14.35,160965,9.15,91953,219869,4917,108380,697068,108172
12/30/2023,Marketing,63846,497954,47185,231640,106509,127225,114556,198210,213292,-4296,284531,85842,62720,54,77,112453,3299679,3592478,2633775,786827,0.9,2.96,-4.42,-4.26,13.69,18.67,62.23,15.59,25.47,97877,1.26,178151,63144,439,144327,726466,72941
1/31/2018,IT,406605,129421,195415,213895,6180,75002,131747,327306,161485,48986,433699,79172,132667,88,49,-81654,2698582,451608,1819092,223564,0.34,2.59,-22.21,11.23,-6.13,11.23,44.65,9.67,26.37,324709,3.48,195373,114375,2463,60617,889880,161267
5/13/2015,Sales,216854,89889,191220,30257,129105,92312,52530,182676,198913,94661,332576,145511,111508,70,105,290384,1729380,3314398,2591078,585768,2.53,2.8,-25.67,14.37,11.99,10.42,31.66,37.02,28.86,328940,6.97,32370,90243,802,129523,210802,243117
9/3/2024,Finance,398702,437859,188064,223697,33917,99594,45026,88796,112261,3493,453271,77504,8983,96,28,148966,4378675,1809355,104899,1559437,2.51,2.12,22.82,10.24,-1.94,17.71,23.44,33.15,10.44,60719,7.02,149361,273950,2489,87069,149915,205108
4/18/2024,Operations,332146,412028,188928,222257,101280,99781,77155,283915,116980,-9997,364417,194666,72506,13,49,200538,1967240,3122101,382614,1405541,0.78,1.2,-8.07,-18.31,-5.73,15.86,28.71,28.69,16.21,481036,2.91,72470,152762,2452,37155,937265,302351
6/22/2016,Operations,260141,169591,55698,86471,88909,100260,78529,222419,202059,11616,758908,148104,155693,106,39,72969,2307495,1310020,2866652,1220704,1.26,2.78,-11.01,1.04,-9.28,10.44,42.56,9.65,11.34,331481,2.84,122128,252912,807,92072,208261,473927
7/8/2015,Operations,105651,264416,129247,87942,63188,163653,1523,377969,260126,57305,366430,52920,131721,77,61,-28908,895355,144474,2395400,277306,1.12,0.81,-8.22,-18.71,18.3,-4.36,64.24,32.91,7.15,316616,5.11,8579,138759,4746,127343,986840,94416
5/1/2019,IT,279000,481289,22620,96738,39221,110222,82683,324034,192931,-1895,928747,53082,137790,113,54,82756,2065031,3745748,636582,1977535,2.67,3.13,-12.4,-16.85,19.3,1.91,61.59,11.4,14.31,295838,6.17,150361,104616,1258,153881,533452,434204
4/13/2018,IT,151524,189015,109600,116650,140684,65337,117774,244108,169048,98993,179018,177727,174438,25,89,270233,2242253,2738765,437035,1378016,2.49,2.72,-6.84,-10.9,20.11,8.41,21.34,26.67,35.84,272506,3.14,65220,240351,4864,45620,157017,35949
10/28/2020,Operations,116419,154781,83038,283752,5855,22116,42632,181512,34338,18246,327730,131338,169531,84,74,105581,2655235,559954,1717021,1907664,1.06,3.43,20.44,37.72,-3.99,2.44,41.68,16.53,9.0,48565,9.89,167327,68295,765,138842,218053,315765
9/26/2019,HR,429719,415713,175387,11329,77005,122939,59298,379047,42141,76522,439044,136883,160087,44,31,13201,3729159,411710,2067718,1693568,1.29,0.96,10.27,5.56,23.68,3.18,59.69,15.37,20.22,194685,2.79,77612,45495,2200,162108,982954,362061
9/10/2015,IT,172357,415789,32881,268561,48156,137823,117779,399691,71538,-28543,198162,152856,120874,111,101,221224,3732816,2082520,1697591,558708,2.16,2.19,28.31,28.75,5.82,7.6,46.69,18.34,26.72,132027,1.94,41816,268168,2280,172771,995047,168441
11/6/2020,Sales,251928,101391,193631,82453,73190,105089,65333,73797,77785,78926,243837,136656,45415,47,72,-81815,4255577,116300,224531,969565,2.32,3.22,-9.34,20.4,16.34,16.86,34.99,25.85,8.0,101852,4.03,154350,221410,3143,82295,886997,202208
10/22/2015,Marketing,142327,479796,190084,200585,93123,168844,-5331,136842,42025,-5428,422763,32945,39927,47,66,139978,3822518,2701148,2166349,1970140,2.3,2.93,-27.03,-6.45,17.52,19.21,68.42,29.25,20.61,237888,2.68,84928,231524,1789,147252,972500,170937
4/7/2018,Finance,320664,287240,107207,56759,59658,129700,52448,263548,140782,93882,918926,134914,80596,89,26,-49374,1207758,649367,860460,95356,1.05,0.52,29.88,42.29,19.2,8.79,50.36,8.11,7.85,245668,7.27,177250,56350,3732,105466,396391,43314
12/21/2021,Finance,335002,110320,34755,108900,25679,25447,-15695,226905,255530,-23415,251063,128654,117023,42,37,135319,3914131,2891447,1150112,1642160,1.12,1.32,-2.61,-6.87,21.58,10.57,42.38,37.92,38.48,358673,8.78,69982,95821,4016,180162,484415,33017
11/16/2022,HR,268973,367263,131553,280598,16798,40142,147860,387176,77989,38274,341024,116713,46099,42,103,248531,3288249,3787566,2326877,352744,2.91,2.41,27.67,-19.52,23.24,7.8,78.23,35.3,27.14,103064,6.27,64003,258175,2763,113205,800410,454899
12/1/2016,Marketing,399279,406485,123068,40623,115165,193615,120346,320120,180761,-7277,113484,113651,194361,58,65,98065,2536603,2196978,1666510,867649,2.88,0.86,20.73,-16.35,8.33,9.49,78.71,10.12,19.48,123025,9.78,144056,32331,3113,195962,167491,147391
12/11/2015,Finance,382334,309338,27497,254920,49187,17150,76821,157498,125151,-42394,206691,77456,137097,59,112,74876,1428629,3739429,1084037,1711039,0.51,3.1,6.57,13.96,20.48,13.38,43.38,35.84,36.0,405569,4.96,171356,10718,2371,94956,541456,382817
3/5/2015,IT,283249,206853,155728,226990,80916,40197,146049,246015,267262,84536,338130,25026,190379,18,46,245017,926709,3742023,2521685,879022,0.44,1.64,-13.98,36.65,3.15,-4.04,36.15,47.95,22.74,396936,8.54,72913,82287,3189,83450,665266,189551
10/18/2016,Marketing,235260,381129,94647,119100,58515,139241,123079,204429,129320,-9907,435767,105053,95975,82,47,120436,4740012,1361012,334615,1223061,2.06,3.11,24.73,44.29,4.24,-0.54,41.46,33.32,7.13,89424,7.64,101991,22932,177,195064,909103,193754
1/10/2015,Sales,102055,335873,72503,150515,57744,14831,-17025,237508,174533,93852,177942,193306,161292,113,41,-56600,1089318,1406619,1888316,1778044,1.93,2.36,-14.46,24.83,-5.24,18.68,74.43,17.83,38.41,369838,6.3,81449,28752,3422,22841,214842,328559
4/20/2015,Marketing,171982,198146,98883,36721,83392,47853,15985,335761,123937,86736,656696,174986,58191,18,11,-15771,3452410,1381705,2439396,31710,2.11,0.51,14.92,-5.71,22.06,-2.65,41.92,24.12,22.99,42012,3.76,86932,203778,4994,197764,458530,331247
8/30/2015,HR,349970,505178,57177,30504,31631,173497,138372,91564,254648,20031,314140,196489,108068,17,72,157928,1182154,542922,993650,1817709,1.0,0.97,24.37,46.02,-0.92,-3.52,78.79,15.8,28.29,93726,8.37,12159,250609,1278,195845,970766,76093
11/10/2017,IT,356859,145975,66664,48825,89048,102558,-17433,263782,21576,-25640,849846,192906,164142,13,79,9843,4736185,2884377,2220913,1729188,0.5,2.92,25.11,1.9,14.62,18.35,18.29,12.97,25.66,419213,2.67,22409,53448,4952,56017,648494,159384
10/28/2015,IT,354802,452771,185150,199969,92727,137188,37316,206723,97658,56271,295146,151445,198551,73,31,-86987,3452837,2877084,603358,673636,1.78,1.14,7.28,-9.49,23.89,15.22,26.52,44.22,17.14,29259,2.37,47798,199568,2555,168001,630446,277561
8/18/2022,Sales,188437,230720,86996,156395,20013,147652,121726,182668,249789,10693,568658,77077,8647,79,90,220572,2107096,844629,2525143,1842528,1.19,0.96,7.28,24.7,-7.01,14.88,25.6,16.92,17.29,295120,9.79,68856,162950,4323,176572,116817,90434
8/25/2015,Operations,447364,138654,58436,18354,28253,127565,82407,45823,281999,94708,767988,173545,85213,77,11,223759,1074471,1585559,925104,820132,2.16,1.61,-11.3,10.97,1.44,1.08,54.44,42.09,32.45,11483,5.66,78697,85082,606,131434,863322,54921
5/26/2021,Operations,411204,257325,60399,151138,88720,60810,36544,287931,81458,37231,643122,24680,51751,28,79,188400,950826,924973,2503788,1647489,2.57,2.78,-12.7,7.25,0.17,14.86,16.68,20.63,22.96,163799,3.55,189758,213013,1322,90398,807952,355256
1/10/2022,Operations,342936,109918,92919,208656,85631,87066,-7751,37387,201614,84298,747666,50714,164306,108,11,74416,1436405,2368873,786347,1914495,0.94,2.75,27.33,45.94,23.66,17.6,40.31,38.79,22.92,58400,5.7,12593,12050,3981,93926,834720,224976
7/12/2017,Operations,72348,296801,185682,279922,124695,69564,137569,158975,87404,15502,776182,136894,121526,118,43,-92054,927219,3308812,543819,1604132,2.46,3.16,-20.15,39.26,-6.99,8.76,18.04,34.33,16.26,317794,2.43,13916,144177,2211,134215,91652,97058
4/2/2017,HR,385330,289571,39775,221766,83783,92156,40624,310098,71295,-14540,203849,191849,171666,117,20,188980,2562634,2355722,1917933,1967926,1.82,2.39,4.49,21.55,24.18,4.57,21.12,24.56,22.57,72420,3.68,39590,82669,2594,56519,538296,121208
2/22/2015,Operations,89731,386078,163297,39880,127295,194062,117003,211778,238398,25745,178066,90742,113159,23,84,130723,735157,3149853,1804868,815439,2.43,2.66,3.18,20.83,7.88,1.04,61.18,22.11,7.18,164043,9.69,198023,168466,3258,146792,213196,45007
