Invoice Date,Customer ID,Invoice ID,Invoice Amount,Payment Term (Days),Payment Date,Days Delayed,Collected Amount,Outstanding Amount,Credit Note,Region,Segment
9/19/2025,CUST_C,INV-6196,23599.66,45,11/28/2025,25,20715.93,2800.8,82.93,West,Enterprise
9/20/2025,CUST_A,INV-6974,24266.84,30,10/21/2025,1,22548.16,1718.68,0,North,Enterprise
9/20/2025,CUST_E,INV-6037,23044.24,45,11/23/2025,19,18892.11,4152.13,0,West,SME
9/20/2025,CUST_D,INV-6635,11851.44,30,12/14/2025,55,11821.15,0,200.85,East,Enterprise
9/20/2025,CUST_A,INV-6673,5057.59,60,11/17/2025,-2,4397.93,659.66,0,South,Mid-Market
9/20/2025,CUST_E,INV-6152,6995.73,30,10/22/2025,2,6970.74,24.99,0,West,Mid-Market
9/20/2025,CUST_B,INV-6238,17900.88,30,10/21/2025,1,16183.29,1717.59,0,South,SME
9/20/2025,CUST_E,INV-6963,24109.07,45,11/6/2025,2,22631.19,1472.23,5.65,South,Enterprise
9/20/2025,CUST_D,INV-6158,21821.68,30,12/24/2025,65,18207.4,3614.28,0,North,Enterprise
9/20/2025,CUST_E,INV-6952,8623.98,60,12/6/2025,17,8274.36,44.82,304.8,East,SME
9/20/2025,CUST_E,INV-6214,19018.96,45,11/5/2025,1,17611.74,1407.22,0,East,Mid-Market
9/21/2025,CUST_D,INV-6006,19863.14,30,12/18/2025,58,17158.77,2219.32,485.05,West,Enterprise
9/21/2025,CUST_A,INV-6305,21885.56,45,11/5/2025,0,20300.56,1585,0,South,SME
9/21/2025,CUST_D,INV-6825,7415.1,45,1/8/2026,64,7272.7,0,491.95,East,SME
9/21/2025,CUST_E,INV-6525,20500.58,45,11/13/2025,8,16981.94,3518.64,0,South,Mid-Market
9/21/2025,CUST_D,INV-6861,14941.77,45,1/5/2026,61,12328.9,2612.87,0,West,Mid-Market
9/21/2025,CUST_D,INV-6253,19345.88,30,12/20/2025,60,17806.2,1085.49,454.19,West,SME
9/21/2025,CUST_C,INV-6946,20591.6,30,11/19/2025,29,17400.17,3191.43,0,South,Mid-Market
9/21/2025,CUST_A,INV-6364,18268.24,60,11/21/2025,1,16264.74,1733.48,270.02,East,SME
9/22/2025,CUST_C,INV-6300,8246.99,60,12/6/2025,15,6991.13,1255.86,0,West,SME
9/22/2025,CUST_C,INV-6336,16431.78,45,11/29/2025,23,13954.61,2477.17,0,East,Mid-Market
9/22/2025,CUST_D,INV-6893,6227.61,45,1/7/2026,62,5183.75,570.41,473.45,West,Enterprise
9/22/2025,CUST_B,INV-6424,20208.81,30,10/24/2025,2,16612.19,3107.27,489.35,West,Mid-Market
9/22/2025,CUST_C,INV-6577,8637.06,30,11/15/2025,24,7656.96,980.1,0,West,Enterprise
9/22/2025,CUST_E,INV-6449,8027.64,45,11/15/2025,9,7136.89,890.75,0,West,Enterprise
9/22/2025,CUST_A,INV-6548,6840.31,30,10/24/2025,2,5568.75,884.9,386.66,South,SME
9/23/2025,CUST_E,INV-6387,18189.83,60,11/23/2025,1,15532.37,2620.1,37.36,South,Enterprise
9/23/2025,CUST_E,INV-6811,5407.05,30,10/25/2025,2,4741.64,665.41,0,South,SME
9/23/2025,CUST_C,INV-6902,24317.51,60,12/12/2025,20,20941.85,3265.3,110.36,South,SME
9/23/2025,CUST_C,INV-6060,9586.1,45,11/26/2025,19,7816.8,1467.74,301.56,West,Mid-Market
9/23/2025,CUST_A,INV-6914,20477.92,30,10/20/2025,-3,17771.63,2372.02,334.27,East,SME
9/24/2025,CUST_C,INV-6040,23003.61,60,12/23/2025,30,21271.48,1732.13,0,East,Enterprise
9/24/2025,CUST_E,INV-6460,9976.95,60,12/13/2025,20,8832.36,1144.59,0,East,Mid-Market
9/24/2025,CUST_B,INV-6344,11706.64,60,11/23/2025,0,11553.7,0,488.88,West,Mid-Market
9/25/2025,CUST_D,INV-6950,7729.93,45,1/6/2026,58,6605.14,1124.79,0,West,Enterprise
9/26/2025,CUST_C,INV-6398,11394.47,45,12/5/2025,25,10277.6,1057.09,59.78,West,Enterprise
9/26/2025,CUST_E,INV-6258,21634.22,45,12/8/2025,28,18174.94,3418.33,40.95,West,SME
9/26/2025,CUST_C,INV-6696,21841.04,45,12/3/2025,23,19486.75,2354.29,0,North,SME
9/26/2025,CUST_A,INV-6290,23420.39,45,11/11/2025,1,22062.93,890.23,467.23,East,Mid-Market
9/27/2025,CUST_B,INV-6506,19948.96,45,11/14/2025,3,16830.99,3117.97,0,South,Enterprise
9/27/2025,CUST_A,INV-6713,20826.67,30,10/28/2025,1,17336.8,3489.87,0,North,SME
9/27/2025,CUST_B,INV-6140,24892.5,45,11/10/2025,-1,20047.83,4844.67,0,East,SME
9/27/2025,CUST_B,INV-6830,23262.42,30,10/29/2025,2,21911.77,1134.49,216.16,East,Mid-Market
9/27/2025,CUST_A,INV-6475,23931.24,45,11/12/2025,1,22790.22,1141.02,0,East,Mid-Market
9/27/2025,CUST_D,INV-6009,9417.68,30,12/31/2025,65,8982.78,434.9,0,South,Enterprise
9/28/2025,CUST_D,INV-6981,9777.27,30,12/27/2025,60,9394.01,99.22,284.04,West,Enterprise
9/28/2025,CUST_B,INV-6999,8573.11,30,10/31/2025,3,7372.79,707.64,492.68,West,SME
9/28/2025,CUST_E,INV-6115,13203.44,30,11/2/2025,5,13174.9,28.54,0,East,Enterprise
9/28/2025,CUST_B,INV-6250,10752.76,45,11/12/2025,0,10504.62,68.19,179.95,South,Mid-Market
9/29/2025,CUST_B,INV-6978,10128.85,30,10/30/2025,1,9003.32,662.17,463.36,East,Enterprise
9/29/2025,CUST_D,INV-6679,13771.47,30,1/1/2026,64,12150.05,1621.42,0,South,Enterprise
9/30/2025,CUST_B,INV-6933,23857.8,45,11/16/2025,2,22691.38,910.78,255.64,West,Enterprise
9/30/2025,CUST_A,INV-6916,15597.38,45,11/12/2025,-2,12631.73,2965.65,0,East,Enterprise
9/30/2025,CUST_E,INV-6645,20313.04,60,11/29/2025,0,17622.62,2690.42,0,West,Enterprise
9/30/2025,CUST_D,INV-6404,24548.31,60,2/2/2026,65,19697.56,4850.75,0,South,Mid-Market
10/1/2025,CUST_B,INV-6450,8681.29,60,12/3/2025,3,7371.17,904.03,406.09,East,SME
10/1/2025,CUST_B,INV-6029,12345.45,60,11/29/2025,-1,10653.2,1444.02,248.23,West,SME
10/1/2025,CUST_D,INV-6331,6004.7,45,1/11/2026,57,5590.42,414.28,0,East,Mid-Market
10/2/2025,CUST_D,INV-6335,8045.32,45,1/17/2026,62,7596.3,449.02,0,East,SME
10/2/2025,CUST_B,INV-6172,20363.88,60,12/2/2025,1,16639.39,3663.41,61.08,West,SME
10/2/2025,CUST_E,INV-6373,6183.32,60,12/17/2025,16,5433.68,749.64,0,North,SME
10/2/2025,CUST_D,INV-6174,13660.8,30,1/1/2026,61,11773.19,1887.61,0,South,Enterprise
10/2/2025,CUST_D,INV-6353,13967.92,45,1/12/2026,57,13797.47,170.45,0,West,SME
10/2/2025,CUST_A,INV-6309,6854,45,11/17/2025,1,6563.73,290.27,0,West,SME
10/2/2025,CUST_B,INV-6395,15346.01,60,12/4/2025,3,13680.1,1665.91,0,North,SME
10/3/2025,CUST_B,INV-6970,10142.42,30,11/4/2025,2,8835.27,1093.16,213.99,West,Enterprise
10/3/2025,CUST_C,INV-6149,13464.93,60,12/27/2025,25,11544.44,1920.49,0,West,SME
10/3/2025,CUST_C,INV-6607,22292.11,30,11/22/2025,20,18282.49,4009.62,0,South,Enterprise
10/3/2025,CUST_A,INV-6109,24285.51,45,11/15/2025,-2,24222.79,62.72,0,East,SME
10/3/2025,CUST_C,INV-6808,10435.5,45,12/3/2025,16,9303.24,1132.26,0,East,Mid-Market
10/3/2025,CUST_D,INV-6111,11899.95,30,1/6/2026,65,9597.98,2295.03,6.94,East,SME
10/3/2025,CUST_E,INV-6021,11353.3,60,12/11/2025,9,9644.72,1500.01,208.57,South,Enterprise
10/4/2025,CUST_B,INV-6150,14632.54,30,11/3/2025,0,13916.22,366.69,349.63,West,Enterprise
10/4/2025,CUST_B,INV-6927,13028.17,30,11/3/2025,0,12611.95,389.46,26.76,East,Mid-Market
10/4/2025,CUST_E,INV-6266,8728.96,30,11/15/2025,12,7893.4,548.89,286.67,North,SME
10/4/2025,CUST_C,INV-6546,8652.67,60,12/26/2025,23,6995.56,1657.11,0,South,Enterprise
10/4/2025,CUST_E,INV-6949,17738.67,30,11/11/2025,8,14996.73,2741.94,0,West,Enterprise
10/4/2025,CUST_D,INV-6617,10839.87,30,12/28/2025,55,9680.29,1095.68,63.9,North,Mid-Market
10/4/2025,CUST_D,INV-6064,12755.6,45,1/17/2026,60,11106.73,1648.87,0,South,Mid-Market
10/5/2025,CUST_A,INV-6691,15223.98,45,11/17/2025,-2,14441.87,782.11,0,North,Enterprise
10/5/2025,CUST_A,INV-6187,19589.64,45,11/16/2025,-3,16583.59,2623.91,382.14,North,Mid-Market
10/5/2025,CUST_E,INV-6632,6038.81,45,11/19/2025,0,5325.71,262.23,450.87,South,Enterprise
10/5/2025,CUST_D,INV-6222,12343.04,45,1/18/2026,60,11659.77,618.37,64.9,West,Enterprise
10/5/2025,CUST_B,INV-6069,8578.66,45,11/20/2025,1,7935.88,598.85,43.93,South,SME
10/6/2025,CUST_C,INV-6210,14770.87,45,12/5/2025,15,14069.14,701.73,0,North,Enterprise
10/6/2025,CUST_E,INV-6878,13080.44,45,12/10/2025,20,12597.1,483.34,0,West,SME
10/6/2025,CUST_E,INV-6246,10962.91,30,11/6/2025,1,9912.9,1050.01,0,West,Mid-Market
10/6/2025,CUST_A,INV-6940,21953.36,30,11/3/2025,-2,18484.56,3067.21,401.59,North,Enterprise
10/6/2025,CUST_D,INV-6236,11565.27,45,1/24/2026,65,10786.33,778.94,0,South,Enterprise
10/6/2025,CUST_C,INV-6283,7240.58,60,12/27/2025,22,6266.74,792.49,181.35,West,Mid-Market
10/6/2025,CUST_C,INV-6221,6181.24,30,12/3/2025,28,5027.91,1153.33,0,South,SME
10/6/2025,CUST_B,INV-6379,13567.69,60,12/6/2025,1,10990.36,2577.33,0,North,Mid-Market
10/6/2025,CUST_E,INV-6726,10369.94,30,11/10/2025,5,9548.98,820.96,0,South,Mid-Market
10/7/2025,CUST_A,INV-6545,8014.67,30,11/4/2025,-2,6651.04,1363.63,0,South,Enterprise
10/7/2025,CUST_B,INV-6749,21567.41,30,11/9/2025,3,20837.82,729.59,0,South,Mid-Market
10/7/2025,CUST_A,INV-6984,15365.66,45,11/18/2025,-3,13483.76,1858.89,23.01,North,Mid-Market
10/7/2025,CUST_A,INV-6574,23796.98,60,12/3/2025,-3,23695.91,0,445.96,South,Mid-Market
10/8/2025,CUST_B,INV-6582,6423.2,30,11/9/2025,2,5604.57,818.63,0,South,Enterprise
10/9/2025,CUST_C,INV-6148,12841.95,30,12/8/2025,30,10338.52,2503.43,0,North,Mid-Market
10/9/2025,CUST_A,INV-6967,5766.7,45,11/24/2025,1,4832.36,655.77,278.57,South,Enterprise
10/9/2025,CUST_D,INV-6953,10264.41,45,1/22/2026,60,9455.5,716.07,92.84,North,SME
10/9/2025,CUST_A,INV-6215,6310.22,60,12/10/2025,2,5291.17,1019.05,0,North,Enterprise
10/9/2025,CUST_D,INV-6056,8137.87,45,1/18/2026,56,7162.16,491.07,484.64,West,Mid-Market
10/9/2025,CUST_B,INV-6515,22883.37,45,11/21/2025,-2,20862.55,1952.82,68,West,Enterprise
10/9/2025,CUST_B,INV-6457,23218.59,30,11/8/2025,0,20570.35,2229.46,418.78,North,Mid-Market
10/9/2025,CUST_E,INV-6527,5116.96,30,11/23/2025,15,4620.55,366.76,129.65,North,SME
10/9/2025,CUST_B,INV-6259,11551.33,60,12/9/2025,1,10600.55,619.92,330.86,West,Enterprise
10/10/2025,CUST_D,INV-6322,9518.4,60,2/2/2026,55,8563.46,537.93,417.01,South,Mid-Market
10/10/2025,CUST_A,INV-6824,11961.15,45,11/25/2025,1,9601.44,2302.22,57.49,North,Enterprise
10/10/2025,CUST_E,INV-6313,24862.47,45,11/21/2025,-3,21625.42,3237.05,0,West,Mid-Market
10/10/2025,CUST_D,INV-6094,18567.47,45,1/28/2026,65,16816.28,1751.19,0,North,SME
10/10/2025,CUST_D,INV-6769,8367.12,60,2/3/2026,56,7473.42,893.7,0,West,SME
10/10/2025,CUST_B,INV-6416,20300.11,30,11/7/2025,-2,16550.05,3750.06,0,North,SME
10/10/2025,CUST_B,INV-6581,7155.16,60,12/12/2025,3,6025.08,1078.81,51.27,North,Mid-Market
10/11/2025,CUST_A,INV-6389,18180.63,45,11/25/2025,0,15342.74,2837.89,0,East,SME
10/11/2025,CUST_D,INV-6388,24149.85,60,2/9/2026,61,22419.98,1315.47,414.4,North,Enterprise
10/11/2025,CUST_B,INV-6427,15330.37,30,11/11/2025,1,14191.52,1138.85,0,North,Mid-Market
10/11/2025,CUST_A,INV-6573,5540.11,45,11/26/2025,1,5001.54,230.16,308.41,North,Mid-Market
10/11/2025,CUST_A,INV-6208,16205.89,45,11/24/2025,-1,16137.29,68.6,0,East,SME
10/11/2025,CUST_D,INV-6977,13412.03,45,1/29/2026,65,11404.51,2007.52,0,East,Mid-Market
10/11/2025,CUST_A,INV-6217,14309.2,30,11/9/2025,-1,12858.92,1436.83,13.45,West,SME
10/11/2025,CUST_D,INV-6717,17387.75,30,1/5/2026,56,17156.95,230.8,0,West,SME
10/11/2025,CUST_D,INV-6676,21644.72,60,2/13/2026,65,20256.75,1387.97,0,South,Enterprise
10/12/2025,CUST_E,INV-6123,14253.28,60,12/11/2025,0,12440.21,1507.09,305.98,North,SME
10/12/2025,CUST_B,INV-6766,9856.89,60,12/12/2025,1,9450.17,406.72,0,North,Enterprise
10/12/2025,CUST_C,INV-6093,6571.78,30,11/29/2025,18,5394,1177.78,0,North,Mid-Market
10/12/2025,CUST_C,INV-6245,23246.4,60,12/27/2025,16,21180.75,1971.42,94.23,East,SME
10/12/2025,CUST_E,INV-6528,16143.23,30,11/29/2025,18,14083.09,2060.14,0,South,Mid-Market
10/12/2025,CUST_E,INV-6442,11455.86,30,11/12/2025,1,9927.34,1257.96,270.56,North,Enterprise
10/13/2025,CUST_A,INV-6464,19101.39,30,11/13/2025,1,16447.47,2653.92,0,North,Enterprise
10/13/2025,CUST_E,INV-6453,8333.55,30,11/23/2025,11,7786.04,258.51,289,West,Enterprise
10/13/2025,CUST_E,INV-6513,21251.77,30,11/20/2025,8,18921.29,2294.51,35.97,South,SME
10/13/2025,CUST_E,INV-6080,11425.05,45,12/5/2025,8,9654.08,1770.97,0,North,Enterprise
10/13/2025,CUST_C,INV-6697,7896.39,45,12/20/2025,23,6338.43,1274.89,283.07,South,Enterprise
10/13/2025,CUST_D,INV-6184,12909.46,30,1/10/2026,59,11570.77,1186.49,152.2,East,Enterprise
10/13/2025,CUST_C,INV-6225,14169.45,45,12/16/2025,19,13435.41,734.04,0,East,Enterprise
10/13/2025,CUST_C,INV-6627,12251.71,45,12/16/2025,19,11467.37,632.95,151.39,South,Enterprise
10/14/2025,CUST_A,INV-6834,13381.7,45,11/29/2025,1,12775.9,605.8,0,South,SME
10/14/2025,CUST_D,INV-6408,22871.61,60,2/7/2026,56,21867.76,918.24,85.61,West,SME
10/14/2025,CUST_C,INV-6874,17811.39,30,12/13/2025,30,15717.15,1633.95,460.29,East,SME
10/14/2025,CUST_D,INV-6846,18078.7,30,1/11/2026,59,15191.94,2633.58,253.18,South,Mid-Market
10/15/2025,CUST_E,INV-6559,24252.86,45,12/3/2025,4,22350.69,1423.1,479.07,West,SME
10/15/2025,CUST_C,INV-6166,24914.08,60,1/2/2026,19,20287.22,4307.09,319.77,North,SME
10/15/2025,CUST_E,INV-6662,15837.71,45,12/10/2025,11,14338.12,1320.14,179.45,West,Mid-Market
10/16/2025,CUST_A,INV-6570,24933.97,30,11/14/2025,-1,20840.65,3947.89,145.43,West,Enterprise
10/16/2025,CUST_B,INV-6705,5810.98,30,11/15/2025,0,4815.31,995.67,0,North,SME
10/16/2025,CUST_B,INV-6366,19639.91,60,12/17/2025,2,18825.37,805.61,8.93,North,Enterprise
10/16/2025,CUST_B,INV-6704,23244.57,60,12/17/2025,2,23161.77,82.8,0,East,Enterprise
10/16/2025,CUST_E,INV-6625,23044.93,60,1/3/2026,19,22090.27,485.35,469.31,North,Mid-Market
10/16/2025,CUST_B,INV-6411,18780.46,45,11/28/2025,-2,17178.26,1602.2,0,North,Enterprise
10/16/2025,CUST_A,INV-6578,23492.33,45,11/30/2025,0,21396.76,2095.57,0,South,Enterprise
10/16/2025,CUST_D,INV-6672,5209.88,30,1/9/2026,55,4301.07,423.8,485.01,North,SME
10/16/2025,CUST_C,INV-6436,24229.09,30,12/10/2025,25,22290.78,1613.92,324.39,South,Enterprise
10/16/2025,CUST_C,INV-6937,6291.48,45,12/18/2025,18,6245.6,0,416.92,West,SME
10/17/2025,CUST_D,INV-6987,16408.01,60,2/13/2026,59,15229.73,1178.28,0,South,Enterprise
10/17/2025,CUST_A,INV-6074,17587.23,45,12/1/2025,0,15025.36,2561.87,0,South,SME
10/17/2025,CUST_A,INV-6142,19973.92,60,12/15/2025,-1,18101.63,1872.29,0,East,SME
10/17/2025,CUST_C,INV-6925,7280.26,45,12/24/2025,23,6609.25,513.85,157.16,North,Enterprise
10/18/2025,CUST_B,INV-6788,24512.25,30,11/20/2025,3,23344.18,1168.07,0,North,SME
10/18/2025,CUST_D,INV-6827,16311.23,60,2/16/2026,61,13934.94,2376.29,0,East,Mid-Market
10/18/2025,CUST_B,INV-6948,5361.91,45,12/3/2025,1,4825.63,536.28,0,South,Mid-Market
10/18/2025,CUST_A,INV-6898,10182.58,60,12/14/2025,-3,9001.18,1181.4,0,West,SME
10/18/2025,CUST_A,INV-6089,12139.97,30,11/14/2025,-3,10059.54,2080.43,0,West,Enterprise
10/19/2025,CUST_A,INV-6405,16243.11,60,12/18/2025,0,13429.82,2813.29,0,North,SME
10/19/2025,CUST_B,INV-6370,10534.99,30,11/20/2025,2,9322.91,1212.08,0,West,Enterprise
10/19/2025,CUST_E,INV-6181,17052.84,60,1/3/2026,16,14690.67,2362.17,0,South,Enterprise
10/19/2025,CUST_E,INV-6768,22810.43,30,11/14/2025,-4,21355.64,1454.79,0,South,SME
10/20/2025,CUST_C,INV-6631,13999.7,45,12/28/2025,24,13771.07,210.48,18.15,West,Enterprise
10/20/2025,CUST_D,INV-6585,24247.27,45,1/28/2026,55,23040.32,1206.95,0,North,SME
10/20/2025,CUST_B,INV-6341,18336.48,45,12/7/2025,3,18330.28,6.2,0,West,Mid-Market
10/20/2025,CUST_B,INV-6563,7670.61,60,12/17/2025,-2,6322.03,1348.58,0,East,Mid-Market
10/20/2025,CUST_A,INV-6207,22577.84,30,11/19/2025,0,21897.7,680.14,0,West,SME
10/21/2025,CUST_B,INV-6409,15678.73,45,12/4/2025,-1,13703.05,1729.58,246.1,South,SME
10/21/2025,CUST_E,INV-6954,24326.66,45,1/4/2026,30,23031.08,1295.58,0,West,SME
10/21/2025,CUST_E,INV-6295,17736.83,30,11/26/2025,6,17646.99,89.84,0,North,Enterprise
10/21/2025,CUST_A,INV-6823,18070.36,60,12/22/2025,2,16227.73,1455.54,387.09,South,Mid-Market
10/21/2025,CUST_C,INV-6118,10154.08,60,1/8/2026,19,9520.21,616,17.87,West,Enterprise
10/21/2025,CUST_B,INV-6843,14003.58,45,12/4/2025,-1,13282.09,721.49,0,East,Enterprise
10/22/2025,CUST_A,INV-6121,13612.24,60,12/20/2025,-1,12443.79,790.72,377.73,South,SME
10/22/2025,CUST_A,INV-6652,19463.39,30,11/22/2025,1,16871.49,2591.9,0,North,Mid-Market
10/22/2025,CUST_E,INV-6192,5885.24,30,12/6/2025,15,4764.62,904.27,216.35,North,Enterprise
10/22/2025,CUST_E,INV-6484,6596.52,30,12/2/2025,11,6590.52,6,0,North,Mid-Market
10/22/2025,CUST_E,INV-6990,22847.51,45,12/18/2025,12,22662.39,185.12,0,South,Enterprise
10/22/2025,CUST_B,INV-6414,17598.71,45,12/9/2025,3,15224.19,2374.52,0,South,SME
10/23/2025,CUST_C,INV-6858,5471.6,60,1/19/2026,28,4650.75,820.85,0,West,SME
10/23/2025,CUST_E,INV-6924,18027.22,30,12/2/2025,10,17427.65,302.24,297.33,South,Mid-Market
10/23/2025,CUST_D,INV-6514,20622.94,60,2/25/2026,65,17797.4,2465.54,360,North,Mid-Market
10/24/2025,CUST_E,INV-6744,12180.5,60,1/18/2026,26,10885.4,1294.92,0.18,South,Enterprise
10/24/2025,CUST_C,INV-6770,20279.46,30,12/11/2025,18,17089.15,3114.04,76.27,West,SME
10/24/2025,CUST_E,INV-6569,16453.54,30,12/3/2025,10,13822.98,2208,422.56,South,Enterprise
10/24/2025,CUST_D,INV-6848,6431.63,60,2/22/2026,61,5633.7,797.93,0,South,Enterprise
10/24/2025,CUST_C,INV-6674,6793.4,45,1/3/2026,26,6514.61,278.79,0,North,Enterprise
10/24/2025,CUST_C,INV-6555,20977.82,45,12/27/2025,19,17583.87,3393.95,0,South,Mid-Market
10/24/2025,CUST_D,INV-6410,14446.45,45,2/5/2026,59,14067.63,376.5,2.32,East,SME
10/25/2025,CUST_C,INV-6088,23583.2,45,12/24/2025,15,22040.87,1542.33,0,West,Mid-Market
10/25/2025,CUST_C,INV-6071,7245.87,45,12/28/2025,19,6384.08,847.17,14.62,West,SME
10/25/2025,CUST_D,INV-6004,7075.79,30,1/28/2026,65,6437.06,638.73,0,West,Enterprise
10/25/2025,CUST_C,INV-6636,14263.67,45,12/27/2025,18,11951.42,2312.25,0,West,Mid-Market
10/25/2025,CUST_B,INV-6189,5050.38,60,12/24/2025,0,4391.51,535.61,123.26,North,Mid-Market
10/25/2025,CUST_E,INV-6228,7343,45,12/10/2025,1,7165.18,177.82,0,West,Enterprise
10/26/2025,CUST_B,INV-6019,12831.97,45,12/9/2025,-1,12050.21,735.18,46.58,East,SME
10/26/2025,CUST_E,INV-6128,8032.79,45,12/16/2025,6,6455.13,1577.66,0,West,SME
10/26/2025,CUST_A,INV-6445,7152.68,45,12/9/2025,-1,6150.58,1002.1,0,East,Enterprise
10/26/2025,CUST_D,INV-6035,13317.8,45,2/12/2026,64,11945.04,1372.76,0,East,Enterprise
10/26/2025,CUST_E,INV-6399,14979.73,30,12/12/2025,17,13694.35,1053.84,231.54,East,SME
10/26/2025,CUST_D,INV-6257,7368.58,60,2/27/2026,64,6945.34,123.05,300.19,West,Enterprise
10/26/2025,CUST_A,INV-6356,22015.33,60,12/22/2025,-3,21806.08,209.25,0,North,Enterprise
10/27/2025,CUST_C,INV-6047,10412.63,60,1/24/2026,29,10310.5,0,144.01,South,Enterprise
10/27/2025,CUST_D,INV-6742,15652.91,45,2/8/2026,59,13566.63,1729.31,356.97,South,SME
10/27/2025,CUST_C,INV-6817,9130.33,60,1/18/2026,23,8742.13,11.87,376.33,North,Enterprise
10/27/2025,CUST_B,INV-6613,24771.98,45,12/11/2025,0,24744.42,0,412.08,West,Mid-Market
10/27/2025,CUST_A,INV-6926,7436.02,30,11/23/2025,-3,6190.77,1245.25,0,East,Enterprise
10/27/2025,CUST_C,INV-6051,12999.85,30,12/17/2025,21,11157.75,1842.1,0,South,Enterprise
10/28/2025,CUST_D,INV-6855,6449.52,30,1/30/2026,64,5710.61,738.91,0,South,Enterprise
10/28/2025,CUST_B,INV-6079,21641.72,30,11/26/2025,-1,21552.52,89.2,0,East,Enterprise
10/28/2025,CUST_C,INV-6565,12156.67,30,12/19/2025,22,10296.2,1860.47,0,East,Mid-Market
10/28/2025,CUST_E,INV-6131,24414.76,60,12/29/2025,2,21863.32,2074.51,476.93,North,SME
10/28/2025,CUST_D,INV-6070,23056.96,60,2/21/2026,56,20204.46,2607.6,244.9,South,Enterprise
10/28/2025,CUST_C,INV-6500,16420.3,45,1/3/2026,22,15969.53,450.77,0,South,SME
10/28/2025,CUST_C,INV-6993,8716.76,60,1/25/2026,29,8054.85,316.97,344.94,West,Enterprise
10/29/2025,CUST_C,INV-6609,8293.43,60,1/23/2026,26,7495.68,792.54,5.21,South,SME
10/29/2025,CUST_D,INV-6337,5692.44,60,3/2/2026,64,5559.92,0,250.54,West,SME
10/29/2025,CUST_D,INV-6535,10159.72,45,2/15/2026,64,9364.29,795.43,0,North,Enterprise
10/29/2025,CUST_B,INV-6561,9070.81,60,12/31/2025,3,8723.54,347.27,0,West,Mid-Market
10/29/2025,CUST_A,INV-6731,12280.82,30,11/30/2025,2,11748.15,532.67,0,West,Mid-Market
10/29/2025,CUST_B,INV-6686,15125.18,60,12/29/2025,1,12294.17,2831.01,0,South,Enterprise
10/29/2025,CUST_C,INV-6701,19653.97,45,1/4/2026,22,16405.42,3248.55,0,North,Enterprise
10/30/2025,CUST_D,INV-6796,17657.53,60,2/26/2026,59,16481.32,1176.21,0,North,Mid-Market
10/30/2025,CUST_D,INV-6316,17334.23,60,3/2/2026,63,14118.46,2867.91,347.86,East,Mid-Market
10/30/2025,CUST_E,INV-6044,24042.61,60,1/23/2026,25,23809.04,233.57,0,West,SME
10/30/2025,CUST_B,INV-6759,10260.9,45,12/17/2025,3,8248.34,2012.56,0,West,Enterprise
10/30/2025,CUST_D,INV-6102,12640.26,30,1/23/2026,55,10786,1847.86,6.4,East,Mid-Market
10/30/2025,CUST_C,INV-6278,22609.5,60,1/25/2026,27,19657.19,2582.1,370.21,East,SME
10/30/2025,CUST_C,INV-6670,18533.02,30,12/23/2025,24,18335.72,197.3,0,West,SME
10/30/2025,CUST_C,INV-6237,20310.02,30,12/27/2025,28,19451.48,858.54,0,South,Enterprise
10/31/2025,CUST_B,INV-6751,19723.23,45,12/16/2025,1,19415.59,307.64,0,South,Mid-Market
10/31/2025,CUST_A,INV-6314,16777.88,30,11/30/2025,0,16320.35,427.74,29.79,South,Mid-Market
10/31/2025,CUST_B,INV-6900,16008.21,45,12/16/2025,1,13214.48,2793.73,0,North,Mid-Market
10/31/2025,CUST_D,INV-6799,13803.46,45,2/16/2026,63,12400.1,1403.36,0,North,Mid-Market
10/31/2025,CUST_C,INV-6958,24069.72,60,1/16/2026,17,22717.31,1352.41,0,South,SME
10/31/2025,CUST_E,INV-6863,15749.08,60,12/31/2025,1,12725.31,2595.81,427.96,West,Enterprise
10/31/2025,CUST_E,INV-6856,12281.89,30,12/14/2025,14,10834.55,1369.97,77.37,South,Mid-Market
