Date / Period,Business Unit / Department,Revenue (Actual),Revenue (Budget / Forecast),Cost of Goods Sold (COGS),Gross Profit,Operating Expenses (OPEX),EBITDA,Net Income,Cash Inflows,Cash Outflows,Net Cash Flow,Cash Balance,Accounts Receivable (AR),Accounts Payable (AP),Days Sales Outstanding (DSO),Days Payable Outstanding (DPO),Working Capital,Total Assets,Total Liabilities,Equity,Debt Outstanding,Debt-to-Equity Ratio,Current Ratio,Budget Variance (%),Year-over-Year Growth (%),Return on Equity (ROE),Return on Assets (ROA),Gross Margin %,Operating Margin %,EBITDA Margin %,Inventory Value,Inventory Turnover,Capital Expenditure (CapEx),Operational Expenditure (OpEx),Headcount,Cost per Employee,Sales Pipeline Value,Order Backlog
2023-10-02,Operations,485679,295256,63709,61112,45928,58363,-11919,301653,184148,2735,601335,190497,155460,66,98,128390,2347986,2090671,775094,1233171,2.0,3.2,-12.56,-1.67,9.33,19.21,31.71,36.65,5.57,210733,2.91,28181,34245,1526,95690,386045,163056
2023-10-03,Operations,391621,519303,107810,220912,105303,97121,86409,295806,141568,92276,541678,121811,164321,25,73,-53459,2045862,1765174,817896,1572927,0.72,2.83,18.78,-10.65,22.16,0.12,46.44,46.46,35.86,490081,9.22,118299,175463,4327,140280,653908,371592
2023-10-04,Operations,419898,247116,193866,131977,57512,164067,-8593,105187,269666,-17739,684406,152990,56032,18,61,68048,3422287,267523,596653,1425464,0.86,0.69,4.38,21.42,-4.72,5.55,59.54,34.12,31.81,386923,8.81,151669,243845,4202,154351,122018,369194
2023-10-05,Operations,344708,162765,37514,144602,130197,158148,96660,136939,192625,40364,706857,40529,76242,33,42,121050,2020135,3570129,458136,1615717,1.29,2.52,2.41,29.47,23.59,-2.55,34.74,25.14,12.55,352819,2.65,85245,210712,2638,66916,631312,358679
2023-10-06,Operations,480658,320889,163017,194679,143576,88276,39253,189185,203463,50086,794025,26792,77069,39,106,206276,3642599,3776581,843166,699456,1.21,1.56,-29.91,30.32,14.14,18.31,26.29,15.28,12.06,463003,3.89,12853,44679,2364,168312,486374,360734
2023-10-07,Operations,383937,438991,190588,106161,149468,116871,54256,50880,106833,24580,380407,8806,67010,31,46,235849,4642553,1566223,140732,1814346,1.13,3.46,5.65,37.72,23.03,17.53,24.35,43.34,20.79,184791,2.32,72468,43820,1489,75516,736190,324746
2023-10-08,Operations,467819,324550,51371,63869,103536,9636,134035,359741,238861,-23843,648368,57706,69779,64,74,265783,4232786,2692349,2502173,582027,1.42,2.08,13.45,-15.39,17.02,1.87,39.72,35.29,38.84,252095,7.63,162353,259706,3453,40904,428613,180751
2023-10-09,Operations,130928,386025,129475,264383,130887,5585,23846,88874,281716,-9539,603917,183385,154797,56,112,52081,679589,2850155,696716,194411,2.43,2.96,29.16,29.76,23.03,1.24,51.49,30.22,35.48,165536,8.77,77641,117819,2867,127916,594798,127213
2023-10-10,Operations,167652,184916,134652,91433,49521,159486,44541,324858,77816,80958,539751,166906,106058,110,111,-97959,289891,285441,1230993,1384528,2.18,0.82,-13.67,44.29,15.59,2.36,79.84,26.02,27.22,147907,3.66,37325,182877,2495,35024,164995,409552
2023-10-11,Operations,465130,165781,92393,85198,93234,119471,39637,70966,108671,-6551,470155,70963,127372,31,88,80916,1692172,1886640,2308907,651107,1.87,0.51,22.61,26.58,-2.65,15.27,21.78,17.24,29.83,362123,5.03,116192,221460,4499,57737,405611,270327
2023-10-12,Operations,221209,295597,106148,252061,138759,52321,79250,266054,144883,47966,261701,74492,87440,27,28,136907,1939817,3143341,413138,336405,1.89,1.7,-25.9,43.8,11.42,8.73,39.4,24.74,32.72,436705,6.88,24105,66596,3455,128199,414077,182213
2023-10-13,Operations,242192,223307,161434,64282,70442,158219,78149,339694,100457,-26465,263301,45704,114895,14,47,3591,1728896,2333504,2496389,1687158,1.93,2.79,14.57,46.88,-6.13,0.7,22.05,15.37,38.51,292749,9.16,21834,106651,648,153429,340521,481874
2023-10-14,Operations,134822,131323,56676,122374,28028,173188,141048,346174,118023,-46692,407008,199210,119581,24,13,171256,3890722,2508091,1324797,541944,1.12,3.2,-20.99,49.95,22.27,-2.68,57.06,26.44,23.47,355393,2.14,127761,33528,703,165235,17174,286912
2023-10-15,Operations,462344,278762,76786,156123,14381,50809,149314,131360,225560,-34786,797936,62762,137183,73,99,12821,4647118,426843,2100524,47432,1.95,1.55,-19.17,28.94,23.58,6.23,23.67,15.36,5.93,149678,1.71,33855,272034,3189,106658,246219,389502
2023-10-16,Operations,417088,296115,86320,194047,144218,166880,130377,328034,154005,79137,831233,144300,33274,54,61,21122,4518862,721556,242289,1169688,0.68,2.47,-0.21,-6.41,-0.12,2.76,42.88,6.68,7.25,455148,1.89,169394,58854,2032,27780,215744,294956
2023-10-17,Operations,110639,411466,29013,176370,82087,42924,145592,340510,277191,21259,301933,139219,115296,98,64,237293,2666212,93949,2477027,1136558,1.04,2.54,-8.47,15.69,12.91,2.22,35.59,29.79,16.03,134205,2.6,59800,27692,2740,194049,577943,213884
2023-10-18,Operations,394935,65304,131386,109584,141505,34599,55423,30891,209194,-9829,926762,63617,93647,21,38,254065,1443634,203596,2891390,1681610,2.94,1.35,-12.09,-11.29,-7.11,5.98,58.92,6.35,25.73,426406,5.84,125541,35109,1137,80154,696053,284769
2023-10-19,Operations,95203,404414,58506,207532,100169,88858,115385,75674,175112,62661,497887,105466,193758,42,53,-51978,3955099,3650836,816691,1413069,2.93,1.87,2.92,-15.15,-5.49,16.6,35.46,38.87,20.39,206549,3.07,96994,18160,3533,99570,856997,24292
2023-10-20,Operations,226646,372765,158742,93088,67363,108630,26825,345103,171677,-41067,739659,172255,80187,108,104,239533,4804896,2861486,700423,1823788,1.49,2.58,20.83,-7.54,-8.03,13.02,69.27,20.29,17.82,360241,2.93,156287,156969,4362,64432,973491,408779
2023-10-21,Operations,398607,228939,154153,261677,6579,174335,-14786,34072,33045,12747,802817,89909,56625,91,60,74452,3187877,3510342,2248337,1741053,1.68,0.88,-3.54,23.17,-7.42,10.41,20.35,38.58,29.93,225949,8.77,37905,248642,4055,181599,113173,56497
2023-10-22,Operations,158748,274394,44894,117010,103704,5496,98517,375033,35093,-3646,216195,188436,177120,27,75,216195,4431815,594574,1688585,1046392,1.51,2.16,-27.89,23.47,5.44,-0.02,78.47,21.61,12.97,278187,4.76,60183,130090,3497,153929,390755,52370
2023-10-23,Operations,93864,152729,194207,150804,25277,50593,56308,276086,55153,-42972,945587,86503,20818,111,58,150407,4292480,2441715,1349448,1714122,2.06,2.92,29.82,42.65,-1.43,-4.21,65.38,14.15,14.37,315323,8.55,148878,214108,4655,171632,18925,323155
2023-10-24,Operations,473142,139059,37624,195085,115510,106239,82126,39674,48942,72532,917961,141363,144552,96,63,75638,4357554,1677957,2207490,1198603,2.57,0.76,-24.67,37.27,10.08,4.91,41.54,30.89,17.3,169590,2.13,148572,144772,2079,100297,956814,490425
2023-10-25,Operations,139555,305831,42763,234679,68140,11293,24272,350485,42747,-35307,654490,129039,181310,117,49,258222,1849346,1439388,1346383,357851,1.12,1.52,14.97,21.88,2.44,-2.25,27.05,14.26,28.93,52179,2.46,25030,83331,2602,163672,331751,88360
2023-10-26,Operations,440421,482215,88239,37224,87388,154639,132851,296403,297374,-47982,368997,178421,198425,30,75,31604,388779,109000,76607,634597,0.37,1.31,-2.42,37.64,18.1,14.07,34.81,28.5,37.64,39321,5.69,30168,99249,4614,121814,646982,462077
2023-10-27,Operations,449613,123317,82413,131906,73121,58751,143677,323029,140504,45015,219733,76229,59195,34,92,140404,4689999,962396,404192,1468293,0.88,1.88,-29.05,-11.05,-5.09,3.61,22.4,20.37,20.64,191484,2.94,65820,51464,3656,111024,765964,184574
2023-10-28,Operations,266454,457243,198197,176536,139016,166035,-12565,170958,205066,69792,19951,164253,122392,50,22,270283,955911,107265,2909460,1105325,1.77,1.6,-5.78,44.59,20.95,-4.33,78.82,7.13,38.92,388211,6.82,193509,10400,1602,199021,763021,104530
2023-10-29,Operations,464421,278086,100859,264157,24453,12237,61926,321156,158609,-1507,983610,132330,48107,88,110,242405,3229942,1749322,378244,1390192,2.19,2.25,-9.0,35.92,21.5,-3.36,74.46,31.93,38.81,33603,4.79,34944,258770,3467,150355,504839,324939
2023-10-30,Operations,378722,537598,94562,39680,107544,131839,138214,80448,213080,2131,268519,186447,192123,62,57,-99586,1402940,3946011,2621912,784353,0.21,2.77,25.31,11.97,5.48,5.63,61.41,25.96,9.52,209500,6.53,167620,192767,3885,161514,886430,135643
2023-10-31,Operations,168006,485925,160704,150550,127177,149696,92369,91511,66994,56577,823344,112575,43105,69,15,112292,519824,1867924,2052285,181543,1.76,2.19,-0.47,37.33,-4.59,10.47,46.01,21.42,26.12,184371,6.52,159180,24603,3804,29831,775335,75932
2023-11-01,Operations,379796,228712,105518,294521,10293,42869,-12442,214108,127217,-33448,979102,6656,100190,94,36,71732,4516855,2168350,2674429,864517,1.59,0.85,27.97,0.98,-4.22,8.25,69.46,20.7,12.88,27670,7.44,144317,103696,4985,60435,250324,95983
2023-11-02,Operations,237148,251846,24809,272969,92449,112166,126107,103938,183574,67434,488986,163204,77470,71,15,84594,1647083,1341043,2895724,766003,2.59,1.8,6.18,11.71,19.2,16.39,20.03,12.69,30.54,103196,9.2,91485,238025,3186,43493,465730,220985
2023-11-03,Operations,114740,446624,89735,184037,51072,128864,105846,65759,38209,71641,470304,133790,191084,87,55,-16773,2540357,3617980,1677277,123798,1.82,2.1,22.23,19.66,0.29,-4.17,67.36,21.15,39.16,147777,2.37,55904,256654,3727,71355,551367,387151
2023-11-04,Operations,373768,209927,128399,162083,59792,172144,37636,90101,228478,62319,791994,187909,44113,52,28,212075,1208353,2609315,510807,621016,2.71,1.28,9.88,48.5,-7.91,1.71,18.27,20.68,34.71,493848,6.0,72362,231108,1261,149307,873819,361322
2023-11-05,Operations,265414,476980,84166,192759,129868,9857,147788,207239,36994,-22555,528565,169334,122530,92,30,-26592,4565429,2486250,2189806,1355443,2.6,2.77,5.19,34.88,14.81,9.66,22.14,42.17,8.26,15944,8.74,181596,61214,1757,117732,768426,359664
2023-11-06,Operations,493441,159119,156945,152352,46976,134714,18259,374168,245964,87854,949538,36110,183230,59,35,80131,3723509,1956908,2416046,1995567,0.9,1.02,-8.36,-10.2,-1.85,-3.66,20.3,31.11,6.09,88473,6.89,78195,201723,4681,157856,314286,62515
2023-11-07,Operations,292603,548306,192532,10654,53989,175857,75461,61016,20340,4750,904834,38817,104931,111,79,66297,2873565,1932801,1698875,138067,1.33,0.77,26.3,48.01,21.51,16.14,60.24,49.47,9.94,47343,8.34,19897,125350,3665,192668,143361,80894
2023-11-08,Operations,55745,150150,166213,280178,51384,159644,50198,133800,175814,-36576,578444,31581,44174,68,85,177794,1279761,921851,1139505,1315829,1.81,2.72,4.77,7.47,15.02,13.04,76.84,13.45,27.21,109149,2.33,166710,244918,2962,131790,375228,375137
2023-11-09,Operations,399975,223646,42048,181970,145142,27775,12044,70720,248522,97450,962011,28629,196688,110,113,147303,620691,2375700,162026,1439385,2.84,1.82,12.99,15.91,10.02,5.84,43.31,16.99,6.07,62818,6.92,9102,195250,4474,40495,296391,33324
2023-11-10,Operations,111182,453850,27704,217041,32439,122342,-11,282327,255862,-36840,137445,99898,148523,96,78,158322,1434293,3772143,1640313,1972360,1.36,2.28,11.99,-15.04,0.58,-4.09,48.42,36.73,15.68,181666,8.08,60049,12848,2115,104220,300893,212956
2023-11-11,Operations,142467,178387,33107,209669,105860,173785,61628,379216,115873,-48494,665737,29425,31204,43,37,-66258,3458296,1516591,199501,1403199,0.61,1.88,24.72,0.75,-4.76,9.48,58.24,8.17,29.64,78486,2.44,164153,81806,2048,98101,702588,311793
2023-11-12,Operations,413555,507864,184516,16427,88460,188597,39579,289216,198378,5115,534628,109760,9239,111,39,155030,2256873,2508231,545845,1816135,1.38,1.45,-23.75,6.08,21.76,-0.6,64.49,16.53,35.81,445397,7.39,182880,110059,2267,148541,648682,211813
2023-11-13,Operations,471844,204285,138465,124108,75609,65524,68217,339731,91462,35003,80427,150398,194881,54,67,31471,3644268,1251983,2742294,77216,2.32,0.63,2.23,33.88,-0.58,-3.94,39.99,7.24,21.03,407819,3.47,68936,141220,2538,173574,560480,407021
2023-11-14,Operations,345124,104158,85980,200333,54949,163889,44054,190085,285066,1413,279133,139804,39690,110,112,299246,2872721,3530565,279184,348212,0.58,1.31,-2.64,26.08,23.43,17.39,21.36,48.18,19.52,40390,1.79,32659,50136,431,166807,154939,336213
2023-11-15,Operations,61206,483657,165250,20241,70371,76982,49446,82532,194127,86481,880490,123989,68277,110,26,248288,4263437,1519449,2201509,36848,0.82,0.97,-17.36,15.66,15.07,8.92,34.41,45.81,29.96,134585,6.64,168055,77685,2309,64975,922585,99989
2023-11-16,Operations,99800,408319,80990,43163,34090,17134,44728,128812,41499,-13070,640888,146943,157261,103,91,62194,3080519,1937338,1285420,1361948,1.06,2.45,28.02,44.2,-3.7,-1.37,77.81,46.15,32.49,232043,7.43,46485,213536,4482,31707,781151,326906
2023-11-17,Operations,126602,527167,188490,210760,43096,188804,-5715,346056,220174,95561,63789,191682,87413,102,26,270238,4657399,1974789,1003027,248064,0.76,2.8,5.41,38.93,-7.06,-0.7,59.32,29.41,6.87,291998,2.65,123902,284405,3700,82001,245906,18778
2023-11-18,Operations,297856,286573,140849,30432,145921,74273,-11701,351806,98271,78344,164150,142334,38650,81,24,219300,4070958,3954396,2422356,893881,2.12,1.86,-3.25,-0.9,13.04,15.3,68.16,5.7,15.28,370927,6.82,132029,168210,4857,130165,638746,368269
2023-11-19,Operations,272141,543475,149262,134519,107757,20340,82265,375274,221149,-35577,559435,199572,160634,91,106,262184,4334934,1533333,1959042,859311,2.12,2.6,0.11,5.82,-4.37,16.34,26.5,46.91,17.4,179636,6.84,31457,45470,3394,37350,305166,42509
2023-11-20,Operations,156240,543500,71535,214019,141473,81426,67460,306032,295841,40829,511858,42186,197630,56,55,123018,4375081,3075911,2093197,70463,0.25,2.51,10.32,28.67,4.15,10.2,69.02,12.47,38.68,221165,2.82,162672,298083,1266,145272,644063,211741
2023-11-21,Operations,199778,452412,193301,75688,60688,95890,120158,86804,137801,-17105,912645,108202,59523,38,23,57968,2595778,1734598,172236,186064,0.75,2.8,-9.74,10.71,17.78,12.68,72.73,21.29,22.92,337621,3.18,156159,48803,4945,196377,457970,261417
2023-11-22,Operations,403890,138729,145592,85028,100121,147054,45490,381931,259025,84464,648663,124432,95831,91,11,116668,1975227,3276046,70461,1794106,0.71,2.89,19.39,-9.68,-9.77,16.36,49.59,21.01,35.63,323472,1.32,10615,211499,717,90099,148796,15111
2023-11-23,Operations,104783,142395,43188,277227,30756,10744,39799,162237,40611,75213,965172,152557,19228,12,12,130361,4510215,1697484,633384,825541,0.6,2.47,-6.3,1.9,23.83,13.6,68.47,33.73,39.7,252434,6.51,169233,270210,1139,56878,944279,471890
2023-11-24,Operations,366510,446253,125292,75124,99479,81502,79934,63317,103773,50293,821101,81486,66822,113,80,-46467,2905523,970540,1588392,1924902,0.37,0.88,-18.1,36.76,16.01,-1.05,44.65,34.74,30.65,257389,4.94,137320,18049,1045,152795,451192,347595
2023-11-25,Operations,174841,523714,85433,260493,92412,178602,82459,214893,194468,47561,165801,36715,78275,85,111,117694,286039,2302881,356537,1437480,0.37,2.37,-5.89,27.07,14.18,5.48,52.21,49.52,20.94,211535,9.09,123717,213066,3319,24236,15563,319978
2023-11-26,Operations,489488,165682,174881,219044,33014,108539,13278,257944,185914,32249,876351,87651,134898,93,38,120528,2663197,2761692,356184,949316,0.16,2.06,29.93,46.07,7.42,-4.72,68.08,11.49,29.0,128374,4.83,66747,33778,1992,191225,210218,92575
2023-11-27,Operations,472341,500028,146414,125536,91877,59227,54284,325640,265441,-38961,840246,132193,172600,54,97,77291,4266344,1137663,2718557,213944,1.86,1.23,18.39,7.0,-7.5,5.87,18.77,25.08,38.11,57829,2.92,172084,12438,4803,170441,899531,233701
2023-11-28,Operations,303322,524775,185975,243461,95062,179714,147810,150071,206476,79571,281364,109285,53474,108,35,136801,2862871,529229,966659,383717,1.29,3.44,9.6,-14.27,11.83,4.16,76.78,36.35,37.5,21506,2.22,131746,277496,2605,78690,666032,416309
2023-11-29,Operations,261919,432785,97755,89982,111490,136218,148140,299794,50930,98857,691803,191731,140691,12,100,-97651,4809480,1234509,1093141,1436105,2.26,3.23,3.45,23.84,8.71,-3.93,44.1,19.27,28.79,28260,6.27,9874,179688,552,143514,501075,139902
2023-11-30,Operations,242558,393399,123228,25315,77600,17128,25088,283844,32364,-47562,216881,78325,36240,74,112,180509,2295234,1086549,2477541,874239,1.57,2.99,16.2,10.88,-6.69,5.16,36.18,6.93,31.28,320846,3.99,117656,150492,1709,42356,603989,102751
2023-12-01,Operations,334315,150263,106390,174176,39499,78691,59463,195811,95497,80688,376487,97695,34893,98,45,273602,4253236,1428769,599981,1451031,1.73,3.28,19.7,-7.04,-9.83,8.64,48.06,21.6,21.58,312465,8.23,28719,259371,3198,74723,730188,105018
2023-12-02,Operations,203783,70851,136452,164947,109375,120334,89527,260103,181666,74016,257293,72860,65281,112,11,83726,263325,3807071,665960,1404811,0.15,1.14,2.8,12.57,-8.26,14.04,31.91,27.45,28.64,50195,7.46,184536,241625,2484,117463,642480,330362
2023-12-03,Operations,206133,351819,126418,142172,140548,168335,116476,364863,167420,40105,639701,29723,88424,75,51,90440,4631251,660617,517828,574742,1.24,1.17,14.95,37.26,-5.83,4.54,56.28,44.87,14.98,258173,7.61,161430,259891,2623,176821,150083,157662
2023-12-04,Operations,336272,390914,112520,168018,146830,148840,67461,305227,141147,36008,558254,47347,27678,54,14,57270,1032620,3398650,1163322,254779,2.07,1.28,8.76,13.92,10.96,11.48,37.08,30.35,14.43,347456,3.31,67313,215463,4617,145829,194658,373512
2023-12-05,Operations,65065,160438,122886,153523,81582,148641,13820,57995,31479,-33317,813983,42215,179074,62,23,204847,481540,1976365,1072981,993023,0.2,0.59,1.99,-2.34,23.14,-1.14,41.65,24.96,34.22,334684,3.96,32760,75415,1791,79742,738835,435747
2023-12-06,Operations,221432,76170,195994,192916,134925,172038,20653,56103,114180,31956,548532,79624,193920,99,116,161327,4993604,3958399,2680812,928616,1.59,2.81,5.23,36.81,-0.27,1.37,20.22,42.44,39.77,215991,1.67,121401,203379,707,106535,825422,71833
2023-12-07,Operations,424849,277097,184718,101069,48571,152890,116937,169192,137639,99294,139146,59675,71683,12,32,258642,978292,128592,2696453,995626,2.21,2.0,2.36,44.11,23.64,15.08,32.55,48.04,31.15,17957,7.26,62635,64039,2691,48582,295170,55767
2023-12-08,Operations,463947,141930,196443,293208,20707,197751,138100,338344,113746,50263,577676,173425,152279,52,79,-35993,1654574,1709369,1661685,1188344,1.37,1.93,-18.93,4.81,-5.76,6.79,65.87,34.39,31.68,38114,7.5,121603,191530,4352,85270,73823,333545
2023-12-09,Operations,401634,127011,139416,258056,73242,110906,121071,380957,64102,-24688,888356,186980,135357,113,85,239783,1439884,2408104,1211300,1487168,0.24,3.36,15.92,43.15,21.58,9.67,74.97,25.01,21.53,97851,4.34,165014,165822,1275,159486,567623,433060
2023-12-10,Operations,267034,257768,79186,13909,89050,139181,-1326,140576,76815,-36875,426849,188685,109886,115,80,228587,513342,838831,326958,1499439,1.24,2.96,-2.43,-7.24,-4.29,10.23,69.66,5.27,20.48,410529,7.86,117805,182360,945,158464,241391,340628
2023-12-11,Operations,93307,176687,35877,98489,89980,33762,36092,258945,87964,14639,36380,114898,151150,117,91,-41642,742165,2365961,1010395,589266,0.18,2.23,18.64,42.48,1.26,-1.77,69.41,34.15,39.14,36567,6.38,28213,299638,4387,160345,412929,246480
2023-12-12,Operations,438008,226382,84904,169499,108398,93300,75571,37138,33341,-17232,380727,130993,122438,15,56,80,2167093,3890535,2613552,1669150,1.68,2.61,17.81,44.54,2.35,10.16,37.78,26.78,10.19,397034,5.1,183977,235850,3016,169391,886106,125474
2023-12-13,Operations,174913,549961,60603,187609,99641,172981,8698,290417,169229,66516,832618,195564,68549,34,33,73471,2821595,126007,2780003,1189225,2.88,1.7,-19.14,41.97,15.15,8.81,29.38,8.83,34.19,253275,9.38,199987,100679,625,54220,510940,254917
2023-12-14,Operations,237964,195524,161351,295295,19401,141847,116310,51355,134791,-4193,509041,88005,171501,11,94,127483,908410,421627,510481,1853485,2.84,1.59,-5.56,-2.22,-8.32,14.32,11.37,35.18,23.63,462824,9.77,186715,182036,4776,46728,533653,468462
2023-12-15,Operations,359746,291794,157472,223057,121295,60380,122211,39233,169705,20518,294874,16973,95420,53,101,223149,3668665,351864,2473948,1796947,2.42,1.39,15.91,48.74,-4.54,17.63,32.29,34.78,24.0,396798,2.18,14095,298240,3892,49869,312255,499869
2023-12-16,Operations,466148,474176,109747,211067,149238,196162,54441,57681,151181,-25620,934551,134182,29846,68,12,196278,4099407,725554,1864534,819708,2.87,1.58,19.84,36.55,-0.16,-1.87,16.58,48.42,9.03,38508,8.71,43735,232978,3304,105204,842522,440672
2023-12-17,Operations,306237,301074,144936,81978,22451,101275,125716,349425,182296,-24125,103256,154461,82363,77,106,206139,2247025,3800526,1234877,963471,2.32,0.87,-23.68,-5.78,16.74,-2.3,49.0,9.4,39.41,296466,8.46,114156,232005,423,21829,680210,175244
2023-12-18,Operations,221422,165019,41911,20792,29497,116053,115893,177082,60896,-18551,84950,18910,108580,82,47,131106,4692492,2347377,963535,1502757,1.2,3.31,16.4,-15.96,-3.44,4.01,60.55,7.53,24.83,457786,9.26,40827,198369,3663,151197,362680,74241
2023-12-19,Operations,114113,238725,91519,184676,87720,65042,34842,306500,172155,-3387,118010,55537,16235,71,88,-70327,301272,3161022,86740,678400,1.46,3.16,21.78,29.06,14.7,12.63,34.87,5.83,30.41,169058,5.79,129758,16616,461,81842,566215,163061
2023-12-20,Operations,468965,108686,21572,299278,142974,141194,102089,399367,67805,-8788,368263,53114,58155,88,79,231405,2397198,112863,1619380,678127,1.72,2.2,-21.87,4.55,20.65,1.73,43.34,27.91,22.63,160723,3.35,194961,128903,4820,37534,344907,73828
2023-12-21,Operations,388879,411236,136069,116282,119831,55663,84379,262276,142133,73697,490653,41533,37711,51,88,-34364,4465150,2594280,400089,1035586,1.84,3.02,-6.32,-14.06,-6.0,15.27,65.23,26.77,20.48,222611,8.74,45893,53916,1143,95355,628995,499877
2023-12-22,Operations,210390,328383,37729,223551,43814,40179,27593,139228,251369,-7386,920416,51051,173316,15,78,270696,2914429,1233028,1558064,1977298,2.7,1.9,-22.19,-18.49,22.8,9.7,17.31,34.58,37.27,326620,9.16,160535,276870,1925,56909,905101,137660
2023-12-23,Operations,459611,548563,189718,298932,94301,179487,949,33274,226668,28036,484111,127190,142633,103,71,169024,3635170,3887679,137712,1642464,2.21,3.11,23.25,22.4,-4.68,-4.69,58.92,34.2,30.21,461202,7.08,184516,287876,456,106320,761622,479097
2023-12-24,Operations,139107,268101,70230,289705,49208,14057,59115,36513,232082,29708,113556,85858,44115,54,77,234959,4927747,522161,1488858,1428294,2.13,0.89,6.94,49.44,10.12,10.71,31.18,37.28,27.74,221038,7.03,106239,258817,2407,112132,819148,233886
2023-12-25,Operations,357710,175103,37132,61049,133314,121085,121498,108466,280977,-6697,394112,81932,171575,14,96,31187,2469219,3163634,910300,1337102,2.9,0.63,21.72,-1.24,-9.57,1.41,71.13,49.32,24.34,150141,6.46,88527,26264,2566,150980,816811,459661
2023-12-26,Operations,66981,92836,61887,299630,75850,48823,36072,120484,274240,99226,78431,162387,84198,24,36,255985,425144,901422,113722,1399704,1.68,2.83,11.02,-3.11,9.13,19.79,75.45,12.64,22.87,156433,5.29,132849,35336,4289,20546,27969,183055
2023-12-27,Operations,165527,79779,56434,154125,137083,40879,69959,304340,125723,10288,760682,171579,55836,77,28,148013,1373563,901446,2814960,937580,1.94,2.51,29.87,36.32,8.28,-2.73,78.73,5.96,24.18,492293,5.41,72528,251181,601,134633,546705,418914
2023-12-28,Operations,234936,71892,133294,159384,132741,92550,-9311,53559,185069,-871,494301,162221,69183,77,18,93383,1523035,1445416,552694,562875,2.08,2.72,-17.55,49.43,2.6,-4.14,33.39,10.14,8.25,103581,6.51,114856,63526,3197,194477,324376,111501
2023-12-29,Operations,428626,72822,148439,16667,135209,63772,-13230,322497,166427,-39683,656944,41853,11206,82,56,41243,1925169,634184,426329,1787804,0.96,2.47,-2.39,-7.13,5.65,12.34,33.62,29.13,6.76,380345,3.52,150035,37677,3404,63335,893010,295566
2023-12-30,Operations,131279,395508,116256,105903,18502,174090,144471,338582,193531,54883,763609,58590,26971,75,88,139616,3658023,3886147,865438,1517213,2.51,0.91,-9.37,42.54,17.97,5.68,37.9,36.06,27.05,252826,5.26,192756,201260,1748,198417,19278,351866
2023-12-31,Operations,86514,282449,171326,211948,7632,176836,104902,235522,33319,-31463,845996,109142,58475,32,97,12524,2413331,738861,2018282,1373785,1.45,1.15,22.95,35.92,-0.97,13.93,21.57,30.31,19.03,306678,4.43,10985,38370,1012,186577,89877,171612
2024-01-01,Operations,116023,194926,107419,85459,23042,151813,29400,178345,45604,63356,974152,152356,50554,66,111,195401,2795509,2811842,1691627,1945719,2.28,1.9,17.03,-3.55,-7.91,19.23,22.54,20.84,22.96,374771,1.93,156883,15587,4556,33624,769951,386452
2024-01-02,Operations,436284,436066,33859,109927,8055,60965,52811,130774,44301,90910,732122,84489,11148,25,15,275934,2688607,3925838,1546793,1336180,0.77,2.23,-8.99,27.01,-0.56,0.12,70.05,28.15,37.2,157575,9.49,107808,166493,675,128157,337381,439933
2024-01-03,Operations,451352,475050,180092,61810,99122,186922,67174,210385,69506,-30751,377893,85803,115555,77,19,5433,398773,3619939,276315,1587716,1.1,1.76,-29.34,15.67,19.08,10.84,38.53,9.44,26.54,43546,6.91,102576,112254,3204,154211,52092,205964
2024-01-04,Operations,297501,533230,131033,234410,83143,162766,50634,312387,56595,62976,670226,163242,188285,67,38,-55297,1251723,2136881,2848636,882081,1.24,3.36,27.7,-3.66,-3.96,14.38,75.37,34.34,34.24,44575,2.07,157998,76853,3014,67422,812190,325625
2024-01-05,Operations,54955,528853,159490,171857,32152,99911,121397,343937,23063,-15820,547563,29836,133283,72,97,21603,4820676,1939924,442787,255164,1.26,1.96,27.97,-0.15,10.17,2.28,36.27,10.6,36.35,54927,6.01,32088,181527,4850,155692,229953,458360
2024-01-06,Operations,247755,294239,188997,283309,77837,171730,61516,39725,83939,55009,413622,96718,134314,64,97,112469,1777822,1471197,1335310,225582,1.73,3.46,28.71,5.06,-0.4,11.47,55.85,27.49,18.07,404375,4.46,110244,271364,3829,20147,402307,314601
2024-01-07,Operations,120031,186285,33165,278457,78939,18606,21110,227387,263659,96335,701558,147027,143627,73,80,90198,385019,1365346,2971050,989881,2.28,3.44,19.74,-18.53,12.3,18.51,71.16,35.65,14.09,96650,8.05,174174,116986,4784,139646,53859,316228
2024-01-08,Operations,214367,100679,52591,230396,41115,72005,-9131,114894,176243,-7942,118409,8364,109694,24,78,219814,2144350,1368063,1858050,1273814,2.29,1.37,-18.27,11.12,-0.09,15.17,32.63,8.87,8.95,177439,3.47,123281,219982,4665,59794,28537,278483
2024-01-09,Operations,247222,334415,158311,74948,23981,64988,99613,220476,206432,73534,556011,40752,122294,66,64,146399,121388,2263262,762626,1053615,1.15,3.39,-19.2,3.95,-2.39,12.16,37.2,25.87,15.44,88768,7.43,122805,43459,2521,117176,350886,368290
2024-01-10,Operations,191229,367437,42035,49055,96502,111806,115583,367464,238970,-35067,889235,39586,36666,65,93,-69271,3057183,1549539,550144,1517709,1.64,2.82,-16.88,-17.42,3.95,10.66,20.75,36.24,20.75,316553,1.22,175079,25341,2914,63834,491732,276028
